,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,450,0
1,0,0,1050,0
2,2,0,810,2
3,0,0,510,0
4,0,0,1110,0
5,2,0,870,2
6,0,0,570,0
7,0,0,1170,0
8,2,0,990,2
9,0,0,690,0
10,0,0,1230,0
11,2,0,990,2
12,0,0,630,0
13,0,0,1410,0
14,2,0,1110,2
15,0,0,630,0
16,0,0,1230,0
17,2,0,990,2
18,0,0,750,0
19,0,0,1350,0
20,2,0,1170,2
21,0,0,870,0
22,0,0,1470,0
23,2,0,1230,2
24,0,0,810,0
25,0,0,1530,0
26,2,1,1380,3
27,0,0,810,0
28,0,1,1560,1
29,2,0,1290,2
30,0,0,870,0
31,0,0,1530,0
32,2,0,1230,2
33,0,0,810,0
34,0,0,1530,0
35,2,0,1230,2
36,0,0,630,0
37,0,0,1350,0
38,2,1,1080,3
39,0,0,570,0
40,0,0,1230,0
41,2,0,990,2
42,0,0,570,0
43,0,1,1200,1
44,2,0,930,2
45,0,1,480,1
46,0,0,1230,0
47,2,0,930,2
48,0,0,390,0
49,0,0,1050,0
50,2,0,810,2
51,0,0,390,0
52,0,0,1050,0
53,2,0,810,2
54,0,0,630,0
55,0,0,1170,0
56,2,0,930,2
57,0,0,810,0
58,0,0,1230,0
59,2,1,1140,3
60,0,0,810,0
61,0,0,1410,0
62,2,1,1260,3
63,0,1,840,1
64,0,0,1530,0
65,2,0,1290,2
66,0,0,690,0
67,0,0,1410,0
68,2,0,1170,2
69,0,0,810,0
70,0,0,1350,0
71,2,1,1140,3
72,0,0,690,0
73,0,0,1470,0
74,2,1,1200,3
75,0,0,750,0
76,0,0,1350,0
77,2,0,1170,2
78,0,0,690,0
79,0,1,1380,1
80,2,0,1170,2
81,0,0,750,0
82,0,1,1380,1
83,2,0,1050,2
84,0,1,720,1
85,0,0,1410,0
86,2,0,1170,2
87,0,0,810,0
88,0,0,1410,0
89,2,0,1110,2
90,0,0,810,0
91,0,0,1530,0
92,2,0,1290,2
93,0,0,750,0
94,0,0,1410,0
95,2,0,1170,2
96,0,0,630,0
97,0,0,1290,0
98,2,0,1050,2
99,0,0,630,0
100,0,1,1380,1
101,2,0,1110,2
102,0,0,570,0
103,0,1,1380,1
104,2,0,990,2
105,0,0,630,0
106,0,1,1260,1
107,2,1,960,3
108,0,0,510,0
109,0,1,1260,1
110,2,0,930,2
111,0,0,510,0
112,0,0,1230,0
113,2,1,900,3
114,0,0,390,0
115,0,0,1170,0
116,2,0,870,2
117,0,0,510,0
118,0,0,1110,0
119,2,0,930,2
120,0,0,690,0
121,0,0,1230,0
122,2,0,990,2
123,0,0,930,0
124,0,0,1470,0
125,2,0,1290,2
126,0,0,810,0
127,0,0,1590,0
128,2,0,1290,2
129,0,0,750,0
130,0,1,1500,1
131,2,0,1110,2
132,0,0,690,0
133,0,0,1410,0
134,2,0,1110,2
135,0,0,870,0
136,0,0,1530,0
137,2,2,1350,4
138,0,0,990,0
139,0,1,1500,1
140,2,0,1290,2
141,0,0,810,0
142,0,0,1590,0
143,2,0,1350,2
144,0,0,810,0
145,0,1,1500,1
146,2,0,1290,2
147,0,0,870,0
148,0,0,1470,0
149,2,0,1230,2
150,0,0,930,0
151,0,0,1590,0
152,2,0,1290,2
153,0,0,990,0
154,0,0,1650,0
155,2,0,1350,2
156,0,0,990,0
157,0,0,1710,0
158,2,2,1530,4
159,0,1,1200,1
160,0,0,1770,0
161,2,0,1470,2
162,0,0,1110,0
163,0,1,1920,1
164,2,0,1590,2
165,0,1,1260,1
166,0,0,1770,0
167,2,1,1620,3
168,0,0,1170,0
169,0,0,1890,0
170,2,0,1590,2
171,0,0,1290,0
172,0,0,1830,0
173,2,0,1590,2
174,0,0,1290,0
175,0,1,1860,1
176,2,0,1650,2
177,0,1,1320,1
178,0,0,1830,0
179,2,0,1710,2
180,0,0,1350,0
181,0,0,1950,0
182,2,1,1800,3
183,0,0,1230,0
184,0,0,2010,0
185,2,0,1650,2
186,0,0,1350,0
187,0,0,1890,0
188,2,0,1770,2
189,0,0,1230,0
190,0,1,1980,1
191,2,1,1680,3
192,0,0,1290,0
193,0,0,1950,0
194,2,2,1710,4
195,0,1,1500,1
196,0,0,2070,0
197,2,0,1890,2
198,0,0,1470,0
199,0,0,2130,0
200,2,1,1920,3
201,0,0,1350,0
202,0,0,2130,0
203,2,0,1830,2
204,0,0,1290,0
205,0,0,1950,0
206,2,0,1650,2
207,0,0,1170,0
208,0,0,1950,0
209,2,1,1680,3
210,0,1,1320,1
211,0,0,1890,0
212,2,0,1710,2
213,0,0,1350,0
214,0,0,2010,0
215,2,0,1830,2
216,0,1,1380,1
217,0,0,2070,0
218,2,0,1830,2
219,0,0,1290,0
220,0,0,1890,0
221,2,1,1740,3
222,0,0,1290,0
223,0,0,2010,0
224,2,0,1710,2
225,0,0,1470,0
226,0,0,2130,0
227,2,0,1830,2
228,0,0,1470,0
229,0,0,2070,0
230,2,0,1830,2
231,0,0,1470,0
232,0,0,2130,0
233,2,0,1830,2
234,0,0,1350,0
235,0,0,2070,0
236,2,1,1800,3
237,0,0,1230,0
238,0,0,1950,0
239,2,0,1710,2
240,0,0,1350,0
241,0,0,1890,0
242,2,0,1710,2
243,0,0,1290,0
244,0,0,1950,0
245,2,0,1710,2
246,0,0,1170,0
247,0,0,1950,0
248,2,0,1650,2
249,0,0,1050,0
250,0,1,1800,1
251,2,0,1590,2
252,0,0,1110,0
253,0,0,1710,0
254,2,0,1470,2
