,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,510,0
1,0,0,1050,0
2,2,0,870,2
3,0,0,570,0
4,0,0,1290,0
5,2,0,1050,2
6,0,0,570,0
7,0,0,1290,0
8,2,0,1110,2
9,0,0,630,0
10,0,0,1230,0
11,2,0,990,2
12,0,0,810,0
13,0,0,1230,0
14,2,0,1050,2
15,0,0,630,0
16,0,0,1470,0
17,2,0,1230,2
18,0,0,450,0
19,0,0,1290,0
20,2,0,990,2
21,0,0,330,0
22,0,0,1110,0
23,2,0,810,2
24,0,0,210,0
25,0,0,930,0
26,2,0,570,2
27,0,0,270,0
28,0,0,930,0
29,2,0,690,2
30,0,0,930,0
31,2,0,750,2
32,0,0,990,0
33,0,0,810,0
34,2,0,510,2
35,0,0,870,0
36,0,0,570,0
37,2,0,270,2
38,0,0,810,0
39,0,0,570,0
40,2,0,390,2
41,0,0,870,0
42,0,0,690,0
43,2,0,510,2
44,0,0,990,0
45,0,0,750,0
46,2,0,510,2
47,0,0,1050,0
48,0,0,810,0
49,2,0,570,2
50,0,0,1050,0
51,0,0,810,0
52,2,0,630,2
53,0,0,1050,0
54,0,0,750,0
55,2,0,510,2
56,0,0,1050,0
57,0,0,810,0
58,2,0,570,2
59,0,0,1050,0
60,0,0,930,0
61,2,0,690,2
62,0,0,1170,0
63,0,0,990,0
64,2,0,810,2
65,0,0,1350,0
66,0,0,1170,0
67,2,0,930,2
68,0,0,1350,0
69,0,0,1290,0
70,2,0,990,2
71,0,0,1470,0
72,0,0,1230,0
73,2,0,1050,2
74,0,0,1590,0
75,0,0,1410,0
76,2,0,1110,2
77,0,0,1530,0
78,0,0,1230,0
79,2,0,990,2
80,0,0,1530,0
81,0,0,1230,0
82,2,0,1050,2
83,0,0,1590,0
84,0,0,1410,0
85,2,0,1110,2
86,0,0,1530,0
87,0,0,1230,0
88,2,0,990,2
89,0,0,1530,0
90,0,0,1290,0
91,2,0,1170,2
92,0,0,1650,0
93,0,0,1470,0
94,2,0,1290,2
95,0,0,1650,0
96,0,0,1350,0
97,2,0,1170,2
98,0,0,1590,0
99,0,0,1350,0
100,2,0,1050,2
101,0,0,1470,0
102,0,0,1290,0
103,2,0,1110,2
104,0,0,1590,0
105,0,0,1350,0
106,2,0,1050,2
107,0,0,1650,0
108,0,0,1350,0
109,2,0,1170,2
110,0,0,1590,0
111,0,0,1410,0
112,2,0,1170,2
113,0,0,1650,0
114,0,0,1230,0
115,2,0,990,2
116,0,0,1530,0
117,0,0,1410,0
118,2,0,1170,2
119,0,0,1650,0
120,0,0,1410,0
121,2,0,1230,2
122,0,0,1770,0
123,0,0,1530,0
124,2,0,1290,2
125,0,0,1830,0
126,0,0,1590,0
127,2,0,1350,2
128,0,0,1830,0
129,0,0,1530,0
130,2,0,1230,2
131,0,0,1770,0
132,0,0,1530,0
133,2,0,1290,2
134,0,0,1770,0
135,0,0,1530,0
136,2,0,1350,2
137,0,0,1770,0
138,0,0,1590,0
139,2,0,1350,2
140,0,0,1890,0
141,0,0,1650,0
142,2,0,1290,2
143,0,0,1830,0
144,0,0,1590,0
145,2,0,1410,2
146,0,0,1830,0
147,0,0,1770,0
148,2,0,1470,2
149,0,0,1830,0
150,0,0,1650,0
151,2,0,1410,2
152,0,0,1890,0
153,0,0,1710,0
154,2,0,1470,2
155,0,0,1890,0
156,0,0,1710,0
157,2,0,1530,2
158,0,0,2010,0
159,0,0,1710,0
160,2,0,1470,2
161,0,0,1950,0
162,0,0,1590,0
163,2,0,1350,2
164,0,0,1770,0
165,0,0,1650,0
166,2,0,1410,2
167,0,0,1890,0
168,0,0,1710,0
169,2,0,1470,2
170,0,0,1950,0
171,0,0,1650,0
172,2,0,1350,2
173,0,0,1890,0
174,0,0,1530,0
175,2,0,1290,2
176,0,0,1770,0
177,0,0,1710,0
178,2,0,1530,2
179,0,0,1950,0
180,0,0,1650,0
181,2,0,1470,2
182,0,0,1950,0
183,0,0,1710,0
184,2,0,1470,2
185,0,0,2070,0
186,0,0,1710,0
187,2,0,1530,2
188,0,0,2130,0
189,0,0,1830,0
190,2,0,1530,2
191,0,0,2070,0
192,0,0,1770,0
193,2,0,1470,2
194,0,0,1950,0
195,0,0,1710,0
196,2,0,1410,2
197,0,0,1950,0
198,0,0,1770,0
199,2,0,1530,2
200,0,0,2070,0
201,0,0,1830,0
202,2,0,1590,2
203,0,0,2190,0
204,0,0,1890,0
205,2,0,1590,2
206,0,0,2130,0
207,0,0,1890,0
208,2,0,1710,2
209,0,0,2190,0
210,0,0,1950,0
211,2,0,1710,2
212,0,0,2310,0
213,0,0,2130,0
214,2,0,1950,2
215,0,0,2430,0
216,0,0,2250,0
217,2,0,1950,2
218,0,0,2550,0
219,0,0,2310,0
220,2,0,2070,2
221,0,0,2610,0
222,0,0,2370,0
223,2,0,2190,2
224,0,0,2730,0
225,0,0,2430,0
226,2,0,2310,2
227,0,0,2790,0
228,0,0,2610,0
229,2,0,2370,2
230,0,0,2850,0
231,0,0,2670,0
232,2,0,2370,2
233,0,0,2850,0
234,0,0,2670,0
235,2,0,2490,2
236,0,0,2850,0
237,0,0,2730,0
238,2,0,2370,2
239,0,0,2850,0
240,0,0,2490,0
241,2,0,2250,2
242,0,0,2730,0
243,0,0,2430,0
244,2,0,2190,2
245,0,0,2670,0
246,0,0,2370,0
247,2,0,2130,2
248,0,0,2610,0
249,0,0,2310,0
250,2,0,2190,2
251,0,0,2670,0
252,0,0,2490,0
253,2,0,2310,2
254,0,0,2850,0
255,0,0,2550,0
256,2,0,2370,2
257,0,0,2850,0
